orf_length_med	shannon_slope	at_skew	gc_skew	max_direction	status
164.5	0.0855113217539	1.49089838419	1.21476821914	19	0
140.5	0.085822554957	1.51597513444	1.24026548229	20	0
140.5	0.0857403999732	1.50532296879	1.23765429597	21	0
140.5	0.0856299283137	1.49635551717	1.2190814169	22	0
119.5	0.0858457011362	1.46386685479	1.22525820752	23	0
140.5	0.0856493191585	1.52153011697	1.21423049471	24	0
119.5	0.0859456170116	1.47810195538	1.23355964264	25	0
115.0	0.0865672831543	1.49839613971	1.25745624905	26	0
88.0	0.0866723588896	1.48414418626	1.26013520814	27	0
88.0	0.086834255499	1.52605034526	1.27348864047	28	0
98.5	0.0866979140561	1.55077174717	1.21920194272	28	0
98.5	0.0867455742956	1.50477778689	1.1888631334	27	0
115.0	0.0864884131737	1.32423423849	1.15411041202	26	0
115.0	0.0863996539189	1.35399612513	1.14167296703	25	0
119.5	0.0860433265601	1.36423170162	1.14893898439	25	0
115.0	0.0862664667626	1.36364999295	1.16439348873	25	0
119.5	0.0859623839822	1.36613426762	1.13618424487	25	0
119.5	0.0860433265601	1.38071549793	1.14484047529	25	0
115.0	0	1.4178842076	1.14638890689	26	0
101.5	0	1.4024404845	1.17742066251	27	0
88.0	0	1.45926947019	1.2431575082	28	0
85.0	0	1.49942678561	1.27178559662	29	0
82.0	0	1.47001514879	1.27047346451	30	0
71.5	0	1.41190668207	1.27164733355	31	0
71.5	0	1.48989971631	1.24405705682	32	0
53.5	0	1.47917367262	1.24268223938	33	0
53.5	0	1.51017555343	1.27944893273	34	0
53.5	0	1.50959344382	1.29714001508	35	0
-0.5	0	1.55748516173	1.34095116009	36	0
-59.0	0	1.55605339317	1.35556934769	37	0
-105.5	0	1.7031748815	1.37164645506	38	0
-105.5	0	1.79484275573	1.40061980334	39	0
-144.5	0	1.86171181541	1.41895067444	39	0
-105.5	0	1.65318625408	1.39076392599	39	0
-59.0	0	1.63231975391	1.39055662121	39	0
-105.5	0	1.69913692672	1.4466090477	39	0
-105.5	0	1.63603676963	1.4300527221	39	0
-105.5	0	1.51920214443	1.40969677025	39	0
-105.5	0	1.48785031366	1.36559798856	39	0
-105.5	0	1.67516131618	1.36459389068	39	0
-105.5	0	1.60537504836	1.38516832363	39	0
-59.0	0	1.5927779792	1.39624218839	39	0
-59.0	0	1.60133844233	1.40081212137	39	0
-44.0	0	1.52293879222	1.40005057418	39	0
-44.0	0	1.40841146857	1.3691843515	39	0
-44.0	0	1.36757977512	1.37185372361	39	0
-59.0	0	1.40222109188	1.37076978422	39	0
-44.0	0	1.37481180506	1.35446937841	39	0
-36.5	0	1.38958712374	1.36804738515	39	0
-24.5	0	1.27985801988	1.37370436992	39	0
-24.5	0	1.25923725459	1.36813377824	40	0
22.0	0	1.28779216786	1.39134626772	80	0
22.0	0	1.29599568582	1.40318324925	80	0
-24.5	0	1.26533030153	1.40973811891	80	0
-24.5	0	1.27187623479	1.40931379503	80	0
19.0	0	1.29965983532	1.39428030771	80	0
-24.5	0	1.26201665034	1.38634324803	80	0
-24.5	0	1.19372676667	1.37548510179	80	0
-36.5	0	1.23929984157	1.39955463205	80	0
-36.5	0	1.26529774431	1.40747978193	80	0
-24.5	0	1.25109668417	1.3916088453	80	0
19.0	0	1.24582599719	1.3468253239	80	0
-24.5	0	1.33269782285	1.35766793443	80	0
-36.5	0	1.41390683187	1.33385331709	80	0
-24.5	0	1.38199709862	1.33838523838	80	0
19.0	0	1.41950461321	1.34099184667	80	0
19.0	0	1.3682083777	1.35101815332	80	0
19.0	0	1.39373453326	1.35183169475	80	0
74.5	0	1.30074881738	1.35091815655	80	0
74.5	0	1.32893676084	1.36543272745	80	0
74.5	0	1.30653719814	1.39075323553	80	0
74.5	0	1.29824060814	1.40143722977	80	0
74.5	0	1.23068284383	1.39668031336	80	0
74.5	0	1.33774415525	1.41701652662	80	0
19.0	0	1.35371678394	1.39709684127	80	0
19.0	0	1.26313462779	1.35740876287	80	0
19.0	0	1.27311438098	1.32811973935	80	0
19.0	0	1.35066556377	1.34207428002	80	0
19.0	0	1.36890381396	1.33349638905	80	0
19.0	0	1.22120195261	1.35768481862	80	0
-24.5	0	1.27856045059	1.36968344578	80	0
-24.5	0	1.22554602632	1.3665372012	80	0
-32.0	0	1.27186948368	1.39573703561	80	0
-62.0	0	1.39697848557	1.38750633999	80	0
-62.0	0	1.5704008039	1.44034070674	80	0
-62.0	0	1.62550744211	1.44703187656	80	0
-62.0	0	1.60496581609	1.43476741879	80	0
-92.0	0	1.61643651002	1.34213570271	40	0
-92.0	0	1.61283829846	1.33573895826	39	0
-92.0	0	1.61820527908	1.31015516075	39	0
-96.5	0	1.63630583951	1.33092908628	39	0
-114.5	0	1.66912041261	1.30481095854	39	0
-155.0	0	1.68659365611	1.28391980626	39	0
-114.5	0	1.71691249841	1.26727613721	39	0
-114.5	0	1.71214341699	1.24860326415	39	0
-155.0	0	1.70581840286	1.21054907009	39	0
-143.0	0	1.75502384293	1.2209130384	39	0
-143.0	0	1.77703814562	1.20567515037	39	0
-143.0	0	1.76084953559	1.1744678819	39	0
-143.0	0	1.78932898062	1.12659265092	39	0
-158.0	0	1.83712609007	1.11082236635	39	0
-170.0	0	1.83948317565	1.11005027198	39	0
-158.0	0	1.80543729651	1.10402779369	39	0
-158.0	0	1.74770379756	1.12971005319	39	0
-170.0	0	1.82006065339	1.09630319507	39	0
-213.5	0	1.84334951466	1.06732659449	39	0
-260.0	0	1.79499278891	1.05804463797	39	0
-279.5	0	1.84144914321	1.07962264805	39	0
-279.5	0	1.89899601586	1.05832212769	39	0
-299.0	0	1.89358708562	1.04920086929	39	0
-300.5	0	1.88529233513	1.03054087711	39	0
-300.5	0	1.90176265293	1.02797881429	39	0
-332.0	0	1.93638344219	1.01182113472	39	0
-332.0	0	1.93249545918	0.998821757697	39	0
-332.0	0	1.95111844665	0.990934304645	39	0
-347.0	0	1.98683135871	0.984703349427	39	0
-347.0	0	1.85173536644	0.96106890194	39	0
-347.0	0	1.88655152984	0.948707556227	39	0
-329.0	0	1.80877458544	0.97796587934	39	0
-329.0	0	1.96081277905	0.967485605357	39	0
-347.0	0	1.91870855657	0.928641030233	39	0
-347.0	0	2.04848613603	0.920260503235	39	0
-357.5	0	2.00184655541	0.893088547716	39	0
-375.5	0	1.96011731288	0.872954664802	39	0
-357.5	0	1.9454919796	0.845234604181	39	0
-375.5	0	1.94653213352	0.838511230406	39	0
-375.5	0	1.97055890179	0.838123266093	40	0
-357.5	0	1.92914199277	0.90592768707	80	0
-357.5	0	1.83412211249	0.886448110327	80	0
-357.5	0	1.8464603259	0.88777384518	80	0
-348.5	0	1.89068992114	0.845634336017	80	0
-348.5	0	1.82869317521	0.852618474509	80	0
-348.5	0	1.83512250315	0.868041087425	80	0
-348.5	0	1.72238832733	0.865276841691	80	0
-348.5	0	1.74729945106	0.883786064854	80	0
-348.5	0	1.76710815557	0.942755136771	80	0
-348.5	0	1.78807986637	0.927378450427	40	0
-363.5	0	1.69001797585	0.944321868095	39	0
-348.5	0	1.71242593888	0.98059763358	39	0
-348.5	0	1.5776256526	0.976124846935	39	0
-345.5	0	1.38009393295	0.958407484075	39	0
-329.0	0	1.34491051816	0.980055822344	39	0
-345.5	0	1.37000414329	1.00304056526	39	0
-329.0	0	1.40312115128	0.959971721948	38	0
-329.0	0	1.32030641459	1.03753484462	37	0
