orf_length_med	shannon_slope	at_skew	gc_skew	max_direction	status
226.5	0	62.703830158393046	1.1160516271185197	14	0
174	0	50.1444177421156	0.35464718263221867	15	0
226.5	0	44.499642235653326	0.1021556846897804	16	0
279	0	42.564875181929175	0.15211066527305195	17	0
145.5	0	23.60333221243193	0.8166773151595593	17	0
174	0	26.421978726070474	0.4390300628579565	17	0
226.5	0	22.282549531533427	0.19719549609325837	17	0
279	0	16.81186275612371	0.2381441387357275	17	0
226.5	0	17.696930243155656	0.0020684890890194877	17	0
279	0	17.97944589936338	0.002253613948982199	17	0
226.5	0	16.811932473949142	0.22466158235180833	17	0
279	0	9.962086749147684	0.5301819492348132	17	0
226.5	0	8.218437662938165	0.6411860940558066	17	0
174	0	18.5306471492062	0.8150309149191411	17	0
195.0	0	35.382906225238514	0.7275662869511962	18	0
216	0	28.313710083494517	0.9579071943549903	19	0
172.5	0	27.14269897557665	1.3779721695810185	20	0
171	0	28.158951986297264	1.3693932191574159	21	0
157.5	0	22.428592103782254	1.3813060964535149	22	0
171	0	16.66858099295101	1.163086465101663	23	0
138.0	0	22.73596472995826	1.118804721546074	24	0
138.0	0	19.55339179615169	0.946980346528224	24	0
124.5	0	28.622479272649283	0.4111043487380327	24	0
124.5	0	18.077027057617656	0.7068668282638626	24	0
138.0	0	23.84756227477643	1.7571642482111203	24	0
138.0	0	23.320498059451538	1.6190405133319763	24	0
138.0	0	39.803480251007	1.4524731248352354	24	0
157.5	0	26.563506756428225	1.4811058507216621	24	0
138.0	0	29.064582741332178	1.7612017588276985	24	0
138.0	0	25.836441018078848	2.232709886384259	24	0
138.0	0	6.900367585230436	1.60721824870224	24	0
138.0	0	7.640427344294192	1.4449516544974617	24	0
124.5	0	6.227714480986002	1.475762761261953	24	0
124.5	0	0.4748788341753475	2.0266847990780716	23	0
87.0	0	11.065733216081773	2.4175021667635943	22	0
48.0	0	20.040961851127225	2.149916925834649	21	0
37.5	0	32.380716086378975	2.3341015424078324	21	0
21.0	0	47.73247917922361	2.707905825158352	21	0
-4.5	0	64.52761696272503	2.4366095677667725	21	0
-22.5	0	50.251282711148754	2.704836331452161	21	0
-51.0	0	52.384423529530885	1.4961757956642625	21	0
-93.0	0	46.939108094125764	1.3664655482186499	21	0
-181.5	0	45.850121854111116	1.4053122874330082	21	0
-181.5	0	50.31629677236488	1.155899288096735	21	0
-181.5	0	34.27415736901995	1.6868741389009945	21	0
-181.5	0	39.59360809849157	1.4561286768894983	21	0
-231.0	0	35.46743023609878	1.6948919744823803	21	0
-262.5	0	36.81560818452961	1.8356026491567004	21	0
-313.5	0	42.22528415628234	1.727175571586105	20	0
-364.5	0	45.051292650890225	1.7633312684616596	19	0
-376.5	0	50.11067771981892	1.5492537213543753	18	0
-396.0	0	50.277641625412876	1.327827307832657	17	0
-396.0	0	44.88532585958271	1.6176066080475313	16	0
-396.0	0	52.50125282922636	1.403779270232658	15	0
-417.0	0	59.70599517688523	0.9573921432796959	14	0
-430.5	0	63.953913710481075	1.0779148058813521	13	0
-430.5	0	59.31084483954628	0.9835410799319617	12	0
-442.5	0	55.87415031838634	0.7787958166775542	12	0
-442.5	0	50.708133308077805	1.0187873934791258	12	0
-442.5	0	42.84025439520733	1.1426431733846394	12	0
-456.0	0	48.31329345094528	1.2207529864268274	12	0
-456.0	0	63.72157166917651	1.2984539048591939	12	0
-442.5	0	57.0737379726722	1.4276735225271935	11	0
-442.5	0	50.578267236593724	1.305852867451996	12	0
-450.0	0	54.73462445167637	1.0940273005851429	13	0
-459.0	0	57.71478384189256	1.4131474770186612	13	0
-465.0	0	60.03182660741798	1.6542079023610794	13	0
-465.0	0	62.34920258915979	1.17963913553724	13	0
-465.0	0	64.45928781153545	0.7252111765344899	12	0
-465.0	0	59.352239686875734	0.30049423026501715	11	0
-465.0	0	49.90696383821632	0.8193204760578745	10	0
-459.0	0	42.66037216206932	0.8427794031551864	10	0
-459.0	0	46.34739749213188	0.6655085082966788	11	0
-450.0	0	50.82465436117333	0.33319318387705993	12	0
-435.0	0	33.596703071456794	0.1288936046284848	13	0
-417.0	0	21.986602765630224	0.0445667139269374	14	0
-409.5	0	12.752573591131535	0.15513556254779023	15	0
-394.5	0	11.267259772163518	0.1531617109562337	15	0
-394.5	0	15.687032873085219	0.5029393351257084	15	0
-357.0	0	36.61943892351857	0.7433482577889213	15	0
-357.0	0	40.56023301863901	0.014945710005094539	15	0
-357.0	0	42.5263732747808	0.0802411484257037	15	0
-394.5	0	39.80621610660147	1.0860051067653989	15	0
-357.0	0	34.09108569846773	0.8773055338083225	15	0
-325.5	0	40.82166429695802	0.8697759514887345	15	0
-357.0	0	37.85395094382146	1.112233123265079	15	0
-325.5	0	41.348395589733926	1.430449535329129	15	0
-303.0	0	37.66194955120175	1.5329517343591015	15	0
-277.5	0	31.167757034898294	1.6675980470870364	15	0
-267.0	0	29.95280909591906	1.6226617968533086	15	0
-262.5	0	25.214579736004247	1.5877769246647453	15	0
-258.0	0	18.176052185894303	1.501568270888409	15	0
-247.5	0	13.727391679084432	1.9121666449706078	16	0
-258.0	0	15.31558437728776	1.8577909367194199	17	0
-190.5	0	23.83322364070408	1.15749224288915	17	0
-138.0	0	21.766169263802873	1.4566220132220933	17	0
-138.0	0	19.705963004811082	1.7642544448350408	17	0
-120.0	0	21.598273530337593	1.586022956678332	17	0
-100.5	0	17.83760035488736	1.6821956412235985	17	0
-70.5	0	20.043547713636357	1.7480106195103702	17	0
-45.0	0	26.16953646905324	1.8440466608154118	17	0
30.0	0	17.638724417641825	1.6352161384088113	17	0
30.0	0	32.6677574758943	1.416936065434731	17	0
30.0	0	28.426881325407884	1.2192899649122453	17	0
114.0	0	28.271475930637397	1.1627616256479094	17	0
130.5	0	23.458834109634022	1.4351750837811712	17	0
153.0	0	3.9503118143576628	1.8733246391844587	17	0
189.0	0	8.796222673257024	1.7453243800300429	16	0
189.0	0	2.53442552741166	1.8008426353818652	16	0
189.0	0	1.7492323105016325	1.6184110055178846	16	0
213.0	0	2.4683623301768773	1.4986865900731037	17	0
189.0	0	3.600208452447298	1.411222313810858	18	0
153.0	0	9.331342803092907	1.1556848549649832	19	0
148.5	0	14.844681416775678	0.9011743129223609	20	0
109.5	0	12.260018784657767	0.932830195794203	21	0
109.5	0	26.35595914468792	0.8240512612208282	22	0
109.5	0	41.52741106618698	0.7669458110794115	23	0
144.0	0	51.49588371633895	1.1003070542627116	24	0
166.5	0	54.80807644590769	0.5726554678276197	25	0
166.5	0	62.33057731693815	0.6907904907157076	26	0
189.0	0	66.98913409508162	0.8376173459477648	27	0
189.0	0	67.76644244890021	1.2887789952920767	28	0
189.0	0	68.28056263649641	0.6147806401124942	29	0
189.0	0	62.689373924658696	0.9374539239968331	30	0
214.5	0	60.2049373813679	0.9836609050545385	31	0
214.5	0	67.81987697156296	0.9823706970206025	32	0
189.0	0	64.92122163748412	0.7073708272394934	33	0
189.0	0	65.04012944156459	0.8390942392585283	33	0
171.0	0	59.383986928918546	0.6500756314805736	34	0
166.5	0	61.45161730914054	0.5826488717786423	34	0
166.5	0	55.55455644923498	0.7477438793070428	34	0
166.5	0	59.021180650239295	0.7901094932159313	34	0
166.5	0	66.90022060629391	1.2296578249106884	34	0
166.5	0	64.35812888811643	0.9816449311664124	34	0
151.5	0	66.11653048779505	1.4391773711222038	34	0
151.5	0	82.66113567841002	1.4005025705922445	33	0
166.5	0	73.17883570196229	1.58355112599644	34	0
166.5	0	63.24261034603463	1.6420450505808348	35	0
157.5	0	56.73308466744249	1.938354899641368	36	0
157.5	0	46.93867839459811	1.9407233937235249	37	0
157.5	0	51.38044842028321	1.8637950847364018	38	0
157.5	0	50.95712499888702	1.939371908144195	38	0
166.5	0	47.03206307728509	2.1154784307193215	38	0
166.5	0	35.43667239311083	2.0438213508309597	38	0
