orf_length_med	shannon_slope	at_skew	gc_skew	max_direction	phmms	status
78	0.0726808611885725	0.018064819344567506	3.6576642822649994	13	0.8234103515733557	0
-22.5	0.07248368987180062	0.07165830555145962	4.099163747374666	13	0.8234103515733557	0
-18	0.07188636372178549	0.11241217419273507	4.001932030264075	13	0.8234103515733557	0
-22.5	0.07171666656901532	0.3680575451301371	3.560947046869277	13	0.8234103515733557	0
-18	0.071399939537858	0.46671284239802235	3.616739878794697	14	0.8234103515733557	0
-58.5	0.07114889460871177	0.3998786507940363	3.1414634757672935	15	0.8234103515733557	0
-27	0.070687264787728	0.35444409640204483	2.8106891643926395	16	0.8234103515733557	0
-58.5	0.07044383949530048	0.21289281948308672	2.670630225161529	17	1.1319490712165734	0
-27	0.07027269640527312	0.22981957005244225	2.6486753359419213	18	1.1319490712165734	0
-58.5	0.06999141600924785	0.1963344316097822	2.406954330025631	19	1.1319490712165734	0
-27	0.06938984180162154	0.0861056803070895	2.254092350455802	20	1.1319490712165734	0
-58.5	0.06924213482168777	0.006510526621559045	2.306776092757865	21	1.1319490712165734	0
-18	0.06899739494789917	0.008934474965647142	2.2900229577407445	22	1.1319490712165734	0
-58.5	0.06886113596818016	0.02431236530964969	2.269317677660447	23	1.1319490712165734	0
-27	0.0686004200099127	0.07843627766064722	2.2266854626324752	23	1.1319490712165734	0
-58.5	0.06845258273771684	0.007595236366657444	2.5155750783385114	23	1.1319490712165734	0
-22.5	0.068264852718122	0.17201407107413788	2.513230884456715	22	1.1319490712165734	0
-22.5	0.06834372740857075	0.17258086101969208	2.117478207342853	21	1.1319490712165734	0
-58.5	0.0685352531577663	0.2782391719444441	1.4573418934313764	20	1.1319490712165734	0
-84.0	0.06883990509882935	0.25365026078419256	1.20015925868021	20	1.3315351443649912	0
-52.5	0.06877243056886458	0.049262150283336616	0.8115593934624183	20	1.3315351443649912	0
-84.0	0.0688297749936226	0.1204166179869107	0.7472813043365675	21	0.909093892921716	0
-96.0	0.06891343899483206	0.12041661798691196	0.45777663394869966	22	0.5081247927916354	0
-96.0	0.06895567476085489	0.25792742002135466	0.4344336898048192	22	0.5081247927916354	0
-123.0	0.06897769006829917	0.18639148891485183	0.6516872655183937	22	0.5081247927916354	0
-123.0	0.06920059514067149	0.005548749448307496	0.9534691389955686	22	0.5081247927916354	0
-123.0	0.06940478903814809	0.17884666110021383	1.1034503435263203	22	0.7615926676538819	0
-106.5	0.0693283244389745	0.36155649723185745	1.3545243229106891	22	0.7615926676538819	0
-106.5	0.06936006729534651	0.3135917386546502	1.229270733013064	22	0.7615926676538819	0
-106.5	0.06928137290873002	0.4430318667490534	0.8313686941911193	21	0.7615926676538819	0
-106.5	0.0692786322123386	0.5675027440506207	0.7443878096049181	20	0.7615926676538819	0
-90.0	0.0691583478207134	0.6060528848972765	0.4796009855386425	19	0.7615926676538819	0
-106.5	0.06945192411534762	0.5245440917149384	0.2661992611378474	19	0.7615926676538819	0
-90.0	0.06925732869048495	0.40005122028582407	0.08332381380576454	19	0.7615926676538819	0
-75.0	0.06921638639925089	0.3226292292320587	0.1894085412236045	19	0.7615926676538819	0
-67.5	0.06908775539176296	0.3970034280039937	0.1278564650648827	19	1.3349650893370661	0
-67.5	0.06907630211475876	0.3699781614793413	0.22154621969669036	19	1.8692830720963962	0
-51.0	0.06881726674933043	0.5068579982033787	0.044819380745374254	19	1.5607443524531786	0
-51.0	0.06890107992427752	0.41253412417024243	0.14116743751778538	19	1.5607443524531786	0
-51.0	0.06891664065021468	0.41197892640714223	0.04931642265445066	19	1.5607443524531786	0
-67.5	0.06929494229715988	0.5115917903523475	0.13764386767242504	19	1.5607443524531786	0
-51.0	0.06901509120964834	0.5730155177310331	0.35714682934831665	19	1.5607443524531786	0
-51.0	0.06891017995903267	0.6183633303821495	0.6741193533995625	19	1.5607443524531786	0
-27.0	0.06881612246204574	0.7582563853545666	0.7875326991534415	19	1.5607443524531786	0
-31.5	0.06886046880750225	0.7077604113889737	0.7033173038493913	19	1.926764952366458	0
-19.5	0.06873359443223112	0.7045520663336402	1.156241442485617	20	1.926764952366458	0
-31.5	0.0689691156645955	0.9613281816274003	1.3018336274390012	20	1.926764952366458	0
-51.0	0.06907758140779768	1.1488599440192486	0.9614187284778205	20	1.926764952366458	0
-39.0	0.06900851272781533	1.219817681500059	0.8133471547905708	20	1.926764952366458	0
-39.0	0.06909483528930281	1.1625083118094048	1.3213509840677284	20	1.7271788792180405	0
-39.0	0.0688588075740762	0.8922373243482901	1.1830427198308904	20	1.7271788792180405	0
-39.0	0.06899206557321651	0.9428300566191898	1.485821371441746	20	1.7271788792180405	0
-31.5	0.06891340611042765	1.1236133258239487	1.5286236548631038	20	1.7271788792180405	0
