orf_length_med	shannon_slope	at_skew	gc_skew	max_direction	phmms	status
-64.5	0	0.666287071459955	0.4897057037356136	12	0.0	0
-42.0	0	0.5401719314992475	0.301182516858936	13	0.0	0
-64.5	0	0.7363940208729985	0.4582539759785904	14	0.0	0
372.0	0	0.30734188621361286	0.39195408506334656	15	0.0	0
70.5	0	0.38160467589476826	0.4102552464823732	16	0.0	0
-42.0	0	0.07016393519601288	0.3382398323892649	17	0.0	0
-28.5	0	0.1607354983839845	0.3547968849583752	17	0.0	0
60.0	0	0.0036039547719802314	0.3978836879081595	17	0.0	0
-28.5	0	0.06031175565037262	0.4999540562623648	17	0.0	0
-15.0	0	0.30989558334798434	0.47224432629053925	17	0.0	0
-28.5	0	0.7742951183131346	0.38262000793685996	17	0.0	0
-15.0	0	0.9935117001710495	0.24561159142462463	17	0.0	0
-64.5	0	1.227701522768569	0.022444610161503446	17	0.0	0
-87.0	0	1.2845958523442251	0.0857322980013443	17	0.0	0
-76.5	0	1.1787313805643844	0.07521189578903796	17	0.0	0
-66.0	0	1.2216330646381084	0.2607019452697616	17	0.0	0
-117.0	0	1.8092644559624294	0.14295170198776966	17	0.0	0
-87.0	0	1.6875542829375192	0.16993692778174851	17	0.0	0
-117.0	0	2.1016156728718056	0.009922080607147724	17	0.0	0
-87.0	0	1.9901200415842717	0.053385325568309674	17	0.0	0
-117.0	0	2.080101688489096	0.057328932234729235	17	0.0	0
-117.0	0	1.8263682927831717	0.10881374046084345	16	0.0	0
-117.0	0	1.5643903408265272	0.047600386522470554	15	0.0	0
-162.0	0	1.8300873260396913	0.07299576916970588	15	0.0	0
-162.0	0	1.37917173017724	0.17201595791199972	15	0.0	0
-162.0	0	1.226309962654143	0.3456336953114013	15	0.0	0
-162.0	0	1.0290435402446743	0.3281270680145062	15	0.0	0
-153.0	0	0.9059673111991633	0.3195074032532647	15	0.0	0
-123.0	0	1.2275606354514048	0.42348942249977806	15	0.0	0
-76.5	0	1.451915294196778	0.7091780712020306	15	0.0	0
-58.5	0	1.553500743602024	0.7165418094888075	15	0.0	0
-46.5	0	1.6478895550274577	0.6740622925985293	15	0.0	0
-46.5	0	1.6489082826788315	0.5708304997276376	15	0.0	0
-28.5	0	1.9643876662267206	0.6439201732106453	16	0.0	0
